Datetime,Open,High,Low,Close,Adj Close,Volume,20min_SMA,200min_SMA,Setup,Label,SMA_20_slope,Trade_Status
2024-07-15 09:30:00-04:00,164.250,164.980,164.045,164.930,164.930,20708.000,nan,nan,False,Noise Bar,nan,Empty
2024-07-15 09:34:00-04:00,164.840,165.710,164.840,165.710,165.710,8367.000,nan,nan,False,Noise Bar,nan,Empty
2024-07-15 09:36:00-04:00,165.330,165.840,165.330,165.840,165.840,798.000,nan,nan,False,Noise Bar,nan,Empty
2024-07-15 09:38:00-04:00,165.685,165.685,165.685,165.685,165.685,462.000,nan,nan,False,Noise Bar,nan,Empty
2024-07-15 09:40:00-04:00,165.795,165.950,165.795,165.950,165.950,835.000,nan,nan,False,Noise Bar,nan,Empty
2024-07-15 09:42:00-04:00,165.320,165.320,165.150,165.150,165.150,765.000,nan,nan,False,Noise Bar,nan,Empty
2024-07-15 09:44:00-04:00,165.410,165.790,165.410,165.620,165.620,2044.000,nan,nan,False,Noise Bar,nan,Empty
2024-07-15 09:46:00-04:00,165.770,166.000,165.550,165.550,165.550,1571.000,nan,nan,False,Noise Bar,nan,Empty
2024-07-15 09:48:00-04:00,165.750,165.750,165.380,165.540,165.540,5758.000,nan,nan,False,Noise Bar,nan,Empty
2024-07-15 09:50:00-04:00,165.495,165.515,165.495,165.515,165.515,626.000,165.549,nan,False,Noise Bar,nan,Empty
2024-07-15 09:52:00-04:00,165.290,165.500,165.120,165.160,165.160,4236.000,165.572,nan,False,Noise Bar,0.023,Empty
2024-07-15 09:54:00-04:00,165.460,165.600,165.260,165.600,165.600,3468.000,165.561,nan,False,Noise Bar,-0.011,Empty
2024-07-15 09:56:00-04:00,165.290,165.510,165.260,165.400,165.400,2366.000,165.517,nan,False,Noise Bar,-0.044,Empty
2024-07-15 09:58:00-04:00,165.530,165.530,165.220,165.340,165.340,5979.000,165.482,nan,False,Noise Bar,-0.035,Empty
2024-07-15 10:00:00-04:00,165.670,165.670,165.110,165.200,165.200,3750.000,165.407,nan,False,Noise Bar,-0.075,Empty
2024-07-15 10:02:00-04:00,165.240,165.410,165.180,165.220,165.220,3039.000,165.414,nan,False,Noise Bar,0.007,Empty
