Datetime,Open,High,Low,Close,Adj Close,Volume,20min_SMA,200min_SMA,Setup,Label,SMA_20_slope,Trade_Status
2024-07-15 09:30:00-04:00,557.980,557.980,554.520,554.520,554.520,4818.000,nan,nan,False,Noise Bar,nan,Empty
2024-07-15 09:32:00-04:00,553.520,555.800,553.520,553.840,553.840,1479.000,nan,nan,False,Noise Bar,nan,Empty
2024-07-15 09:34:00-04:00,555.155,556.810,555.140,556.715,556.715,3151.000,nan,nan,False,Noise Bar,nan,Empty
2024-07-15 09:36:00-04:00,556.715,557.820,556.605,556.605,556.605,1576.000,nan,nan,False,Noise Bar,nan,Empty
2024-07-15 09:38:00-04:00,555.430,557.340,555.430,557.340,557.340,3864.000,nan,nan,False,Noise Bar,nan,Empty
2024-07-15 09:40:00-04:00,557.540,557.540,555.410,555.410,555.410,3185.000,nan,nan,False,Noise Bar,nan,Empty
2024-07-15 09:42:00-04:00,555.410,555.410,554.270,554.270,554.270,1522.000,nan,nan,False,Noise Bar,nan,Empty
2024-07-15 09:44:00-04:00,553.440,556.520,553.440,555.102,555.102,3837.000,nan,nan,False,Noise Bar,nan,Empty
2024-07-15 09:46:00-04:00,555.630,556.415,555.630,556.415,556.415,768.000,nan,nan,False,Noise Bar,nan,Empty
2024-07-15 09:48:00-04:00,556.450,557.450,556.425,557.230,557.230,5433.000,555.745,nan,False,Noise Bar,nan,Empty
2024-07-15 09:50:00-04:00,557.230,558.800,557.230,558.125,558.125,1435.000,556.105,nan,False,Noise Bar,0.360,Empty
2024-07-15 09:52:00-04:00,559.210,559.455,557.465,559.455,559.455,2334.000,556.667,nan,False,Noise Bar,0.561,Empty
2024-07-15 09:54:00-04:00,558.630,558.710,557.145,557.145,557.145,2252.000,556.710,nan,False,Noise Bar,0.043,Empty
2024-07-15 09:56:00-04:00,556.960,557.730,556.410,556.410,556.410,2179.000,556.690,nan,False,Noise Bar,-0.020,Empty
2024-07-15 09:58:00-04:00,556.410,556.410,555.715,555.715,555.715,1097.000,556.528,nan,False,Noise Bar,-0.162,Empty
2024-07-15 10:00:00-04:00,555.670,557.520,555.670,556.185,556.185,2782.000,556.605,nan,False,Noise Bar,0.078,Empty
2024-07-15 10:02:00-04:00,557.700,557.700,557.000,557.000,557.000,1239.000,556.878,nan,False,Noise Bar,0.273,Empty
2024-07-15 10:04:00-04:00,558.390,558.650,557.860,557.860,557.860,2864.000,557.154,nan,False,Noise Bar,0.276,Empty
2024-07-15 10:06:00-04:00,557.890,557.890,557.890,557.890,557.890,545.000,557.302,nan,False,Noise Bar,0.148,Empty
2024-07-15 10:08:00-04:00,558.740,558.740,557.440,557.440,557.440,2381.000,557.323,nan,False,Noise Bar,0.021,Empty
2024-07-15 10:10:00-04:00,557.440,557.440,556.730,557.035,557.035,3403.000,557.214,nan,False,Noise Bar,-0.109,Empty
2024-07-15 10:12:00-04:00,557.020,557.690,556.530,556.550,556.550,8596.000,556.923,nan,False,Noise Bar,-0.291,Empty
2024-07-15 10:14:00-04:00,556.230,557.485,556.100,556.805,556.805,3219.000,556.889,nan,False,Noise Bar,-0.034,Empty
2024-07-15 10:16:00-04:00,557.000,557.910,557.000,557.910,557.910,1502.000,557.039,nan,False,Noise Bar,0.150,Empty
2024-07-15 10:18:00-04:00,558.465,558.465,558.335,558.335,558.335,437.000,557.301,nan,False,Noise Bar,0.262,Empty
2024-07-15 10:20:00-04:00,558.950,558.950,558.195,558.195,558.195,727.000,557.502,nan,False,Noise Bar,0.201,Empty
2024-07-15 10:22:00-04:00,558.690,559.400,558.280,558.280,558.280,4275.000,557.630,nan,False,Noise Bar,0.128,Empty
2024-07-15 10:24:00-04:00,558.035,558.035,558.035,558.035,558.035,562.000,557.647,nan,False,Noise Bar,0.017,Empty
2024-07-15 10:26:00-04:00,558.515,558.515,558.515,558.515,558.515,1340.000,557.710,nan,False,Noise Bar,0.062,Empty
