Datetime,Open,High,Low,Close,Adj Close,Volume
2024-07-08 09:30:00-04:00,127.52999877929688,127.75969696044922,127.06999969482422,127.27410125732422,127.27410125732422,12643768
2024-07-08 09:32:00-04:00,127.29679870605469,128.49000549316406,127.04000091552734,128.39999389648438,128.39999389648438,4037452
2024-07-08 09:34:00-04:00,128.39999389648438,128.66000366210938,128.1999969482422,128.33999633789062,128.33999633789062,3260322
2024-07-08 09:36:00-04:00,128.3000030517578,128.33999633789062,127.80999755859375,128.09039306640625,128.09039306640625,2595710
2024-07-08 09:38:00-04:00,128.08999633789062,128.36000061035156,127.80000305175781,128.02000427246094,128.02000427246094,2175725
2024-07-08 09:40:00-04:00,128.01499938964844,128.49000549316406,127.9000015258789,128.33999633789062,128.33999633789062,2122790
2024-07-08 09:42:00-04:00,128.35760498046875,129.0399932861328,128.32000732421875,129.00599670410156,129.00599670410156,4101862
2024-07-08 09:44:00-04:00,129.02130126953125,129.47999572753906,128.79010009765625,129.3791961669922,129.3791961669922,3426347
2024-07-08 09:46:00-04:00,129.360107421875,129.5500030517578,129.23179626464844,129.46009826660156,129.46009826660156,2740934
2024-07-08 09:48:00-04:00,129.47999572753906,130.0,129.33999633789062,129.99000549316406,129.99000549316406,3413524
2024-07-08 09:50:00-04:00,130.0,130.5399932861328,129.9499969482422,130.52999877929688,130.52999877929688,5228378
2024-07-08 09:52:00-04:00,130.52999877929688,130.75,130.08999633789062,130.1699981689453,130.1699981689453,3607311
2024-07-08 09:54:00-04:00,130.15660095214844,130.4499969482422,129.85169982910156,130.22999572753906,130.22999572753906,3031256
2024-07-08 09:56:00-04:00,130.21009826660156,130.77000427246094,130.11000061035156,130.5800018310547,130.5800018310547,2611225
2024-07-08 09:58:00-04:00,130.58999633789062,130.58999633789062,130.0800018310547,130.52000427246094,130.52000427246094,2327133
2024-07-08 10:00:00-04:00,130.5133056640625,130.58999633789062,129.50999450683594,129.97500610351562,129.97500610351562,3504605
2024-07-08 10:02:00-04:00,129.98989868164062,130.0,129.64999389648438,129.9864044189453,129.9864044189453,1737785
2024-07-08 10:04:00-04:00,129.97079467773438,130.0,129.6300048828125,129.79989624023438,129.79989624023438,1925621
2024-07-08 10:06:00-04:00,129.7996063232422,130.4600067138672,129.6199951171875,130.27000427246094,130.27000427246094,2211976
2024-07-08 10:08:00-04:00,130.2729034423828,130.49000549316406,130.14999389648438,130.17019653320312,130.17019653320312,1562537
2024-07-08 10:10:00-04:00,130.17999267578125,130.34640502929688,129.60000610351562,129.63189697265625,129.63189697265625,1910222
2024-07-08 10:12:00-04:00,129.64500427246094,129.99000549316406,129.13400268554688,129.35960388183594,129.35960388183594,2165422
2024-07-08 10:14:00-04:00,129.36000061035156,129.43280029296875,128.77000427246094,128.8896026611328,128.8896026611328,2510629
2024-07-08 10:16:00-04:00,128.87570190429688,129.4499969482422,128.75,129.34910583496094,129.34910583496094,2343196
2024-07-08 10:18:00-04:00,129.3350067138672,129.36000061035156,128.77999877929688,128.8300018310547,128.8300018310547,1699976
2024-07-08 10:20:00-04:00,128.81149291992188,128.8498992919922,128.0500946044922,128.58120727539062,128.58120727539062,3203154
2024-07-08 10:22:00-04:00,128.5908966064453,128.8300018310547,128.44000244140625,128.61000061035156,128.61000061035156,1427633
2024-07-08 10:24:00-04:00,128.64639282226562,128.97999572753906,128.4499969482422,128.95700073242188,128.95700073242188,1378600
2024-07-08 10:26:00-04:00,128.9199981689453,129.1999969482422,128.7100067138672,128.96499633789062,128.96499633789062,1600002
2024-07-08 10:28:00-04:00,128.97000122070312,129.14999389648438,128.82000732421875,128.960693359375,128.960693359375,1092311
2024-07-08 10:30:00-04:00,128.9600067138672,129.32000732421875,128.57000732421875,128.64999389648438,128.64999389648438,1848235
2024-07-08 10:32:00-04:00,128.6300048828125,128.92999267578125,128.3300018310547,128.3979949951172,128.3979949951172,1692540
2024-07-08 10:34:00-04:00,128.406005859375,128.6820068359375,128.1999969482422,128.30999755859375,128.30999755859375,1570993
2024-07-08 10:36:00-04:00,128.326904296875,128.47000122070312,127.77999877929688,127.9800033569336,127.9800033569336,2612976
2024-07-08 10:38:00-04:00,127.98100280761719,128.22999572753906,127.98100280761719,128.08999633789062,128.08999633789062,1329926
2024-07-08 10:40:00-04:00,128.0998992919922,128.4600067138672,128.00999450683594,128.3000030517578,128.3000030517578,1246163
2024-07-08 10:42:00-04:00,128.3092041015625,128.35000610351562,127.8301010131836,127.8301010131836,127.8301010131836,1207656
2024-07-08 10:44:00-04:00,127.83999633789062,128.2899932861328,127.80999755859375,128.27969360351562,128.27969360351562,1277636
2024-07-08 10:46:00-04:00,128.27239990234375,128.39999389648438,128.02000427246094,128.17010498046875,128.17010498046875,1069948
2024-07-08 10:48:00-04:00,128.17999267578125,128.27999877929688,128.05999755859375,128.1999969482422,128.1999969482422,815109
2024-07-08 10:50:00-04:00,128.19900512695312,128.32000732421875,127.93000030517578,128.32000732421875,128.32000732421875,1259791
2024-07-08 10:52:00-04:00,128.3199005126953,128.36000061035156,127.80999755859375,127.86000061035156,127.86000061035156,1315437
2024-07-08 10:54:00-04:00,127.85569763183594,127.97989654541016,127.47000122070312,127.52999877929688,127.52999877929688,2217865
2024-07-08 10:56:00-04:00,127.55000305175781,127.6500015258789,127.13999938964844,127.2699966430664,127.2699966430664,1818789
2024-07-08 10:58:00-04:00,127.2697982788086,127.62000274658203,127.20999908447266,127.58899688720703,127.58899688720703,1273553
2024-07-08 11:00:00-04:00,127.57009887695312,127.5999984741211,127.37000274658203,127.46990203857422,127.46990203857422,801385
2024-07-08 11:02:00-04:00,127.44999694824219,128.0800018310547,127.43009948730469,127.98999786376953,127.98999786376953,1750552
2024-07-08 11:04:00-04:00,127.98999786376953,128.00999450683594,127.66000366210938,127.68000030517578,127.68000030517578,778386
2024-07-08 11:06:00-04:00,127.74649810791016,127.76000213623047,127.58999633789062,127.61000061035156,127.61000061035156,1069498
2024-07-08 11:08:00-04:00,127.61990356445312,127.94000244140625,127.45999908447266,127.94000244140625,127.94000244140625,1055926
2024-07-08 11:10:00-04:00,127.94000244140625,127.97820281982422,127.67009735107422,127.82029724121094,127.82029724121094,777707
2024-07-08 11:12:00-04:00,127.93009948730469,127.98999786376953,127.81089782714844,127.93000030517578,127.93000030517578,813145
2024-07-08 11:14:00-04:00,127.93659973144531,128.13999938964844,127.79000091552734,127.91000366210938,127.91000366210938,1050646
2024-07-08 11:16:00-04:00,127.91000366210938,128.16000366210938,127.87000274658203,128.13099670410156,128.13099670410156,1052836
2024-07-08 11:18:00-04:00,128.13499450683594,128.4199981689453,128.02999877929688,128.4001007080078,128.4001007080078,1427682
2024-07-08 11:20:00-04:00,128.41000366210938,128.49000549316406,128.27999877929688,128.47000122070312,128.47000122070312,733256
2024-07-08 11:22:00-04:00,128.47000122070312,128.8300018310547,128.41000366210938,128.7996063232422,128.7996063232422,1868676
2024-07-08 11:24:00-04:00,128.75999450683594,128.8300018310547,128.63999938964844,128.69000244140625,128.69000244140625,850067
2024-07-08 11:26:00-04:00,128.67999267578125,128.67999267578125,128.4199981689453,128.5803985595703,128.5803985595703,953526
2024-07-08 11:28:00-04:00,128.58030700683594,128.75999450683594,128.53500366210938,128.7100067138672,128.7100067138672,831617
2024-07-08 11:30:00-04:00,128.70010375976562,128.8800048828125,128.63999938964844,128.80999755859375,128.80999755859375,903214
2024-07-08 11:32:00-04:00,128.80999755859375,128.89999389648438,128.63999938964844,128.7093048095703,128.7093048095703,868923
2024-07-08 11:34:00-04:00,128.70989990234375,128.88999938964844,128.55999755859375,128.7799072265625,128.7799072265625,903717
2024-07-08 11:36:00-04:00,128.77000427246094,128.85000610351562,128.3699951171875,128.48959350585938,128.48959350585938,1046445
2024-07-08 11:38:00-04:00,128.48500061035156,128.5,128.22000122070312,128.44000244140625,128.44000244140625,898906
2024-07-08 11:40:00-04:00,128.439697265625,128.74000549316406,128.42999267578125,128.72500610351562,128.72500610351562,775597
2024-07-08 11:42:00-04:00,128.72999572753906,128.8249053955078,128.57000732421875,128.67010498046875,128.67010498046875,803528
2024-07-08 11:44:00-04:00,128.6699981689453,128.74000549316406,128.5800018310547,128.6190948486328,128.6190948486328,543478
