Datetime,Open,High,Low,Close,Adj Close,Volume
2024-07-08 09:30:00-04:00,335.8800048828125,338.4100036621094,335.0,338.0669860839844,338.0669860839844,71438
2024-07-08 09:32:00-04:00,337.96038818359375,338.5,337.41571044921875,337.8761901855469,337.8761901855469,14911
2024-07-08 09:34:00-04:00,338.44000244140625,338.6000061035156,337.80999755859375,338.07501220703125,338.07501220703125,23872
2024-07-08 09:36:00-04:00,338.0450134277344,338.3999938964844,338.0400085449219,338.3299865722656,338.3299865722656,25360
2024-07-08 09:38:00-04:00,338.20001220703125,338.2190856933594,337.4700012207031,337.7699890136719,337.7699890136719,12588
2024-07-08 09:40:00-04:00,338.04998779296875,338.1698913574219,337.1700134277344,337.42999267578125,337.42999267578125,8906
2024-07-08 09:42:00-04:00,337.239990234375,337.44000244140625,336.94500732421875,337.0574951171875,337.0574951171875,10018
2024-07-08 09:44:00-04:00,336.8900146484375,337.29998779296875,336.8500061035156,337.125,337.125,14748
2024-07-08 09:46:00-04:00,337.25,337.8800048828125,337.125,337.53009033203125,337.53009033203125,47481
2024-07-08 09:48:00-04:00,337.5899963378906,337.82000732421875,337.19000244140625,337.7149963378906,337.7149963378906,10108
2024-07-08 09:50:00-04:00,337.6099853515625,337.635009765625,337.20001220703125,337.3450012207031,337.3450012207031,8137
2024-07-08 09:52:00-04:00,337.2900085449219,337.760009765625,337.0600891113281,337.62921142578125,337.62921142578125,6364
2024-07-08 09:54:00-04:00,337.95001220703125,338.2300109863281,337.75,337.9200134277344,337.9200134277344,7398
2024-07-08 09:56:00-04:00,337.739990234375,337.81500244140625,337.35260009765625,337.70001220703125,337.70001220703125,5281
2024-07-08 09:58:00-04:00,337.8800048828125,337.88751220703125,337.610107421875,337.7099914550781,337.7099914550781,3580
2024-07-08 10:00:00-04:00,337.7799987792969,338.79998779296875,337.75,338.79998779296875,338.79998779296875,16546
2024-07-08 10:02:00-04:00,338.8699951171875,339.20001220703125,338.7300109863281,339.1199951171875,339.1199951171875,18971
2024-07-08 10:04:00-04:00,339.2200012207031,339.7200012207031,339.1199951171875,339.57501220703125,339.57501220703125,9691
2024-07-08 10:06:00-04:00,339.5895080566406,339.5895080566406,338.75,338.93499755859375,338.93499755859375,8687
2024-07-08 10:08:00-04:00,338.885009765625,338.9599914550781,338.643310546875,338.82501220703125,338.82501220703125,5765
2024-07-08 10:10:00-04:00,339.0050048828125,339.05499267578125,338.75,338.8269958496094,338.8269958496094,17436
2024-07-08 10:12:00-04:00,338.864990234375,338.864990234375,338.489990234375,338.625,338.625,15507
2024-07-08 10:14:00-04:00,338.6499938964844,338.8399963378906,338.5299987792969,338.5299987792969,338.5299987792969,11683
2024-07-08 10:16:00-04:00,338.7300109863281,338.739990234375,338.4700012207031,338.5899963378906,338.5899963378906,18884
