Total Trades,Win Rate (%),Profit Factor,Average Return per Trade,Total Simple Return,Sharpe Ratio,Max Drawdown (%),Total Wins,Total Losses,Losses due to Stop Loss,Losses due to SMA
60,45.0,2.4870283685291352,0.13%,3.70%,0.3453829120523637,75.21%,27,33,33,27
